-1.9916666665105498e+00,-2.9409182238999998e+00,8.3666002750000010e-02,9.9999952762885869e-11,1.0000000827403710e-10,0.0000000000000000e+00,-1.7078251256326574e-01,7.2821908079029857e-02,-4.0394326681127732e-02,2.5547615386051728e-02,-1.7525519571029588e-02,1.2714348209550018e-02
-2.9409182238999998e+00,-3.5716666660105494e+00,-4.7094373336000004e+00,1.9442222084999999e-01,0.0000000000000000e+00,1.0000000827403710e-10,-2.1602468973065558e-01,-1.1514154653179476e-01,6.3869038459005587e-02,-4.0394326681127732e-02,2.7710279492498588e-02,-2.0103149664655619e-02
8.3666002750000010e-02,-4.7094373336000004e+00,-4.9116666660105492e+00,-6.2461988442000003e+00,3.4467375880000001e-01,0.0000000000000000e+00,-8.1649658068867217e-02,-2.7852424938065967e-01,-8.4490796133855475e-02,5.3436671424322485e-02,-3.6657254174284365e-02,2.6593967283436663e-02
9.9999952762885869e-11,1.9442222084999999e-01,-6.2461988442000003e+00,-6.0116666670105507e+00,-7.5984735306000006e+00,5.3478967860000004e-01,0.0000000000000000e+00,-1.2792042976710133e-01,-3.1930869351131214e-01,-6.5446289201917404e-02,4.4895783995346862e-02,-3.2570825046655004e-02
1.0000000827403710e-10,0.0000000000000000e+00,3.4467375880000001e-01,-7.5984735306000006e+00,-6.8716666670105493e+00,-8.7793507731999991e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.6641005873972223e-01,-3.5082320754960550e-01,-5.2644973255489572e-02,3.8192677781947564e-02
0.0000000000000000e+00,1.0000000827403710e-10,0.0000000000000000e+00,5.3478967860000004e-01,-8.7793507731999991e+00,-8.3916666650105487e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-1.9999999995570672e-01,-3.7729688706614112e-01,-4.3546352659746650e-02
-1.7078251266186706e-01,-2.1602468985537751e-01,-8.1649658116007690e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.4516666666105493e+00,-4.0806617107000003e+00,1.6911534535000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,-2.7755575615628914e-17
7.2821908121073614e-02,-1.1514154659827174e-01,-2.7852424954146576e-01,-1.2792042984095620e-01,0.0000000000000000e+00,0.0000000000000000e+00,-4.0806617107000003e+00,-5.6716666666105491e+00,-5.9852151165000009e+00,3.4205262735000014e-01,2.0000001654807420e-10,0.0000000000000000e+00
-4.0394326704449417e-02,6.3869038495880409e-02,-8.4490796182636274e-02,-3.1930869369566517e-01,-1.6641005883579910e-01,0.0000000000000000e+00,1.6911534535000000e-01,-5.9852151165000009e+00,-6.6516666666105495e+00,-7.4945980540000008e+00,5.5317266749999994e-01,-1.0000000827403710e-10
2.5547615400801651e-02,-4.0394326704449417e-02,5.3436671455174167e-02,-6.5446289239702846e-02,-3.5082320775215337e-01,-2.0000000007117680e-01,0.0000000000000000e+00,3.4205262735000014e-01,-7.4945980540000008e+00,-7.3916666666105497e+00,-8.7464278420000010e+00,8.0374125200000002e-01
-1.7525519581147952e-02,2.7710279508497127e-02,-3.6657254195448442e-02,4.4895784021267454e-02,-5.2644973285884154e-02,-3.7729688728397359e-01,0.0000000000000000e+00,2.0000001654807420e-10,5.5317266749999994e-01,-8.7464278420000010e+00,-7.8916666666105506e+00,-9.7866746125000006e+00
1.2714348216890653e-02,-2.0103149676262179e-02,2.6593967298790707e-02,-3.2570825065459781e-02,3.8192677803998119e-02,-4.3546352684888157e-02,-2.7755575615628914e-17,0.0000000000000000e+00,-1.0000000827403710e-10,8.0374125200000002e-01,-9.7866746125000006e+00,-9.4116666646105500e+00
